VAR00001,a63,a7a,a11,a62,e90f,e10,e11,e8901,e8902,e8903,e8904,e8905,e8906,e8907,e8908,e8909,e8910,e89a,s1,s41,s42,s43,s44,s45
 ,2,12,85,300000, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,2,7,71,90000, , , , , , , , , , , , , , ,1,12,32,57,130,191
 ,2,-8,30,40000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,2,14,130,2000000, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,3,10,53,-3, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,2,1,160,-2, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,137,203
 ,2,12,55,180000, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,3,9,98,300000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,2,9,50,200000, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,1,3,45,80000, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,4,6,40,90000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,32,59,132,195
 ,4,6,73,150000, ,1,1,0,0,0,0,0,0,1,0,0,0, ,1,12,32,58,131,194
 ,2,3,60,-2, ,4,8,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,135,201
 ,4,12,90,3000000, ,4,4,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,207
 ,7,3,144,-2, ,-8,4,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,137,203
 ,5,9,89,-3, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,4,3,25,-2, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,1,10,40,24000, , , , , , , , , , , , , , ,1,12,32,60,133,198
 ,3,11,33,200000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,3,12,65,700000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,3,6,50,-3, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,3,12,20,100000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,2,4,45,40000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,32,60,133,198
 ,1,6,30,80000, , , , , , , , , , , , , , ,1,12,34,63,139,205
 ,2,4,90,-2, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,1,1,160,6000, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,2,3,80,-3, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,2,1,75,20000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,12,32,56,129,189
 ,4,12,80,300000, , , , , , , , , , , , , , ,1,12,34,63,139,206
 ,5,4,200,0, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,6,5,40,100000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,2,4,60,60000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,4,11,105,230000, ,5,6,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,208
 ,5,4,180,80000, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,1,7,50,-3, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,1,3,45,30000, , , , , , , , , , , , , , ,1,12,32,61,134,199
 ,3,9,95,84000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,2,3,100,-1, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,6,3,50,140000, ,3,6,0,0,0,0,1,0,0,0,0,0, ,1,12,32,61,134,199
 ,2,13,150,600000, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,3,4,15,48000, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,4,4,30,50000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,3,11,190,5000000, ,5,7,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,208
 ,1,12,53,94000, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,3,10,60,-2, ,4,2,0,0,1,0,0,1,0,0,0,0, ,1,12,32,58,131,194
 ,5,4,110,360000, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,6,1,100,-2, , , , , , , , , , , , , , ,1,12,33,62,137,203
 ,1,3,58,60000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,3,4,98,40000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,3,4,89,200000, ,-8,-8,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,207
 ,6,3,54,8000, , , , , , , , , , , , , , ,1,12,33,62,137,203
 ,2,3,53,80000, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,3,4,40,-2, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,1,3,120,-2, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,1,6,80,30000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,3,12,89,-3, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,5,5,16,100000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,3,6,89,30000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,3,6,90,100000, ,3,4,0,0,0,0,1,0,0,0,0,0, ,1,12,34,63,139,206
 ,2,6,40,40000, ,2,4,0,0,0,0,0,1,0,0,0,0, ,1,12,32,55,128,188
 ,1,5,15,30000, , , , , , , , , , , , , , ,1,12,32,59,132,196
 ,6,3,100,13000, , , , , , , , , , , , , , ,1,12,33,62,137,203
 ,1,12,69,200000, , , , , , , , , , , , , , ,1,12,32,57,130,191
 ,1,3,25,20000, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,5,13,120,300000, , , , , , , , , , , , , , ,1,12,32,57,130,191
 ,4,1,120,-2, ,-8,5,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,135,201
 ,2,6,100,-2, , , , , , , , , , , , , , ,1,12,33,62,137,203
 ,3,6,80,250000, ,3,7,0,0,0,0,0,1,0,0,0,0, ,1,12,32,58,131,193
 ,3,6,23,-2, , , , , , , , , , , , , , ,1,12,32,56,129,190
 ,3,11,90,300000, ,6,7,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,207
 ,2,4,130,140000, ,5,6,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,208
 ,4,12,120,250000, ,4,7,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,207
 ,5,4,100,200000, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,1,4,80,500000, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,1,12,34,63,139,206
 ,3,4,80,120000, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,1,12,34,64,140,208
 ,3,1,80,-2, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,191
 ,-3,10,23,10000, ,-8,3,0,0,0,0,1,0,0,0,0,0, ,1,12,32,59,132,196
 ,1,12,100,60000, ,7,7,0,0,0,0,0,1,0,0,0,0, ,1,12,32,55,128,188
 ,5,12,89,1000000, ,6,4,0,0,0,0,0,1,0,0,0,0, ,1,12,34,64,140,207
 ,1,3,120,60000, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,4,12,85,200000, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,2,3,90,-2, , , , , , , , , , , , , , ,1,12,33,62,137,203
 ,1,5,30,35000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,4,1,100,-3, ,4,5,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,135,201
 ,3,6,350,-2, , , , , , , , , , , , , , ,1,12,33,62,135,201
 ,2,6,40,80000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,1,3,200,-2, ,8,9,0,0,0,0,1,0,0,0,0,0, ,1,12,33,62,135,201
 ,2,9,86,84000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,12,32,58,131,194
 ,3,4,85,62400, ,5,8,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,192
 ,2,13,47,80000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,2,4,40,6000, , , , , , , , , , , , , , ,1,12,32,58,131,193
 ,3,4,100,100000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,3,10,115,200000, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,2,6,75,80000, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,1,12,80,240000, ,6,8,0,0,0,0,0,0,0,0,0,0,什么都不用,1,12,32,55,128,188
 ,3,12,85,140000, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,5,9,100,-2, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,4,4,102,200000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,5,12,125,800000, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,1,12,100,250000, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,4,6,100,-3, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,3,6,100,270000, , , , , , , , , , , , , , ,1,12,34,64,140,208
 ,4,6,110,0, , , , , , , , , , , , , , ,1,12,32,57,130,191
 ,3,13,85,100000, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,2,3,90,100000, , , , , , , , , , , , , , ,1,12,34,64,140,207
 ,2,6,130,100000, , , , , , , , , , , , , , ,1,12,32,57,130,191
 ,5,10,100,600000, , , , , , , , , , , , , , ,1,12,32,57,130,191
 ,4,7,56,130000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,3,6,58,152000, ,4,1,0,0,0,0,0,1,0,0,0,0, ,1,12,32,55,128,187
 ,2,1,30,50000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,2,12,102,60000, , , , , , , , , , , , , , ,1,12,32,56,129,189
 ,1,13,120,-3, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,3,12,140,300000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,12,32,55,128,187
 ,3,6,50,60000, ,3,5,0,0,0,0,0,1,0,0,0,0, ,1,12,32,58,131,193
 ,3,4,68,150000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,12,32,55,128,187
 ,3,6,62,69000, , , , , , , , , , , , , , ,1,12,32,58,131,194
 ,5,12,113,260000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,191
 ,2,6,90,70000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,5,4,110,80000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,3,4,33,36000, ,2,4,0,0,0,0,0,1,0,0,0,0, ,1,12,32,58,131,193
 ,2,6,12,70000, ,9,9,0,0,0,0,0,0,0,0,0,0,电,1,12,32,55,128,187
 ,2,6,90,120000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,4,7,90,60000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,2,6,90,80000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,2,10,50,100000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,5,6,95,300000, ,5,8,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,191
 ,3,5,87,200000, ,5,5,0,0,0,0,1,0,0,0,0,0, ,1,12,32,58,131,194
 ,4,9,60,80000, ,3,3,0,0,0,0,0,1,0,0,0,0, ,1,12,32,56,129,189
 ,1,12,85,150000, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,3,6,110,100000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,192
 ,4,6,105,120000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,3,13,116,200000, , , , , , , , , , , , , , ,1,12,32,57,130,191
 ,2,6,80,60000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,3,9,80,30000, , , , , , , , , , , , , , ,1,12,32,57,130,192
 ,3,7,93,-2, , , , , , , , , , , , , , ,1,12,32,57,130,191
 ,2,7,108,160000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,192
 ,4,3,70,100000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,2,4,64,60000, ,4,4,0,0,0,0,0,1,0,0,0,0, ,1,12,32,56,129,189
 ,4,6,90,-2, ,8,9,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,191
 ,3,7,100,100000, , , , , , , , , , , , , , ,1,12,32,55,128,188
 ,3,12,55,63600, ,5,9,0,0,0,0,0,1,0,0,0,0, ,1,12,32,55,128,187
 ,3,10,35,100000, ,3,4,0,0,0,0,0,1,0,0,0,0, ,1,12,32,56,129,189
 ,2,12,60,140000, ,5,5,0,0,0,0,0,1,0,0,0,0, ,1,12,32,56,129,189
 ,3,5,90,200000, ,5,5,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,191
 ,2,6,70,100000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,3,12,80,100000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,2,4,96,120000, , , , , , , , , , , , , , ,1,12,32,55,128,187
 ,5,13,80,150000, ,3,3,0,0,0,0,0,1,0,0,0,0, ,1,12,32,57,130,191
 ,4,7,70,25000, , , , , , , , , , , , , , ,1,13,37,68,154,223
 ,4,6,70,38400, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,13,37,68,154,224
 ,5,1,80,-2, , , , , , , , , , , , , , ,1,13,36,66,146,214
 ,4,7,200,12000, , , , , , , , , , , , , , ,1,13,35,65,141,209
 ,6,7,350,138000, , , , , , , , , , , , , , ,1,13,37,68,154,223
 ,2,7,84,64000, , , , , , , , , , , , , , ,1,13,36,67,152,220
 ,1,1,160,-2, , , , , , , , , , , , , , ,1,13,36,66,146,214
 ,3,6,200,800, ,3,5,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,145,213
 ,2,1,260,38200, , , , , , , , , , , , , , ,1,13,35,65,141,209
 ,1,1,360,-2, , , , , , , , , , , , , , ,1,13,35,65,141,209
 ,4,3,240,-2, ,4,7,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,148,216
 ,4,1,250,21140, , , , , , , , , , , , , , ,2,13,35,65,143,211
 ,2,3,240,-2, , , , , , , , , , , , , , ,2,13,35,65,142,210
 ,2,4,120,-2, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,13,36,66,146,214
 ,5,9,70,-2, , , , , , , , , , , , , , ,1,13,36,66,146,214
 ,6,3,150,10000, , , , , , , , , , , , , , ,1,13,36,66,146,214
 ,4,3,60,60000, , , , , , , , , , , , , , ,1,13,36,67,150,218
 ,2,4,150,-2, , , , , , , , , , , , , , ,2,13,36,67,149,217
 ,4,4,240,10000, , , , , , , , , , , , , , ,1,13,35,65,141,209
 ,2,7,50,48000, , , , , , , , , , , , , , ,1,13,37,68,153,222
 ,2,4,300,5000, , , , , , , , , , , , , , ,2,13,36,66,145,213
 ,10,4,250,-2, , , , , , , , , , , , , , ,2,13,37,68,153,221
 ,2,1,450,-3, , , , , , , , , , , , , , ,2,13,36,66,147,215
 ,6,4,250,15000, ,5,8,0,0,0,0,1,0,0,0,0,0, ,2,13,36,66,145,213
 ,5,4,120,18000, , , , , , , , , , , , , , ,2,13,37,68,153,221
 ,5,6,150,35000, , , , , , , , , , , , , , ,2,13,37,68,153,221
 ,1,7,60,150000, , , , , , , , , , , , , , ,1,13,36,67,150,218
 ,2,4,30,60000, , , , , , , , , , , , , , ,1,13,36,66,146,214
 ,1,3,180,20000, , , , , , , , , , , , , , ,2,13,35,65,144,212
 ,3,3,75,50000, ,9,9,0,0,0,0,0,0,1,0,0,0, ,1,13,37,68,154,224
 ,3,3,104,-2, ,2,2,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,148,216
 ,1,3,300,7000, ,4,7,0,0,0,0,0,0,0,0,0,1,沼气,2,13,36,66,147,215
 ,2,3,110,-2, ,6,6,0,0,1,0,1,0,0,0,0,0, ,1,13,37,68,153,222
 ,2,4,550,-2, ,6,9,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,147,215
 ,5,4,240,40000, ,5,6,0,0,0,0,0,0,0,0,0,0,沼气,2,13,35,65,142,210
 ,3,3,260,-3, , , , , , , , , , , , , , ,2,13,35,65,144,212
 ,3,7,50,-2, , , , , , , , , , , , , , ,1,13,37,68,153,222
 ,2,3,200,3516, , , , , , , , , , , , , , ,1,13,36,66,146,214
 ,4,3,90,6000, , , , , , , , , , , , , , ,2,13,36,66,148,216
 ,4,4,170,25000, , , , , , , , , , , , , , ,1,13,37,68,154,223
 ,1,1,270,20000, ,6,9,0,0,0,0,1,0,0,0,0,1, ,2,13,36,66,148,216
 ,5,3,170,-2, ,9,9,0,0,0,0,0,0,0,1,0,1, ,2,13,35,65,142,210
 ,2,3,75,3150, , , , , , , , , , , , , , ,2,13,35,65,143,211
 ,4,4,300,7500, , , , , , , , , , , , , , ,2,13,35,65,142,210
 ,4,9,90,-2, , , , , , , , , , , , , , ,1,13,36,67,152,220
 ,2,3,300,-2, , , , , , , , , , , , , , ,2,13,35,65,142,210
 ,3,3,150,13000, , , , , , , , , , , , , , ,2,13,36,66,147,215
 ,6,4,260,-2, , , , , , , , , , , , , , ,1,13,35,65,141,209
 ,2,12,150,80000, ,-8,-8,0,0,0,0,0,0,1,0,0,0, ,1,13,36,67,150,218
 ,4,4,100,50000, ,2,3,0,0,0,0,0,0,1,0,0,0, ,1,13,36,67,152,220
 ,11,3,600,-2, , , , , , , , , , , , , , ,1,13,37,68,153,222
 ,3,4,230,8000, , , , , , , , , , , , , , ,2,13,36,66,148,216
 ,6,1,200,20000, , , , , , , , , , , , , , ,2,13,36,66,148,216
 ,3,3,360,2000, ,2,6,0,0,0,0,1,0,0,0,0,1, ,2,13,36,66,145,213
 ,1,3,250,2400, , , , , , , , , , , , , , ,2,13,36,66,147,215
 ,3,4,140,8000, , , , , , , , , , , , , , ,1,13,35,65,141,209
 ,3,4,100,13000, , , , , , , , , , , , , , ,2,13,36,67,149,217
 ,2,1,80,26000, , , , , , , , , , , , , , ,1,13,37,68,154,223
 ,2,6,109,50000, , , , , , , , , , , , , , ,1,13,36,67,152,220
 ,3,4,80,36000, , , , , , , , , , , , , , ,1,13,36,67,151,219
 ,3,4,160,51600, , , , , , , , , , , , , , ,2,13,35,65,143,211
 ,2,3,50,25200, , , , , , , , , , , , , , ,2,13,36,66,145,213
 ,3,3,120,2500, ,9,9,0,0,0,0,1,0,0,0,0,0, ,2,13,37,68,153,221
 ,5,7,70,50000, , , , , , , , , , , , , , ,1,13,37,68,153,222
 ,4,4,120,6500, , , , , , , , , , , , , , ,1,13,36,66,146,214
 ,2,4,90,-3, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,1,13,36,67,150,218
 ,3,3,300,5000, ,2,3,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,148,216
 ,4,4,240,80000, , , , , , , , , , , , , , ,2,13,36,66,148,216
 ,4,1,180,-2, , , , , , , , , , , , , , ,2,13,36,66,147,215
 ,2,4,130,30000, , , , , , , , , , , , , , ,1,13,36,67,150,218
 ,2,6,190,9000, , , , , , , , , , , , , , ,2,13,35,65,143,211
 ,1,1,70,20000, ,9,9,0,0,0,0,0,0,0,0,1,1, ,2,13,35,65,142,210
 ,3,4,300,7000, , , , , , , , , , , , , , ,2,13,35,65,144,212
 ,2,3,216,34800, , , , , , , , , , , , , , ,1,13,35,65,141,209
 ,3,9,30,90000, , , , , , , , , , , , , , ,1,13,36,67,150,218
 ,1,8,120,10000, ,6,9,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,147,215
 ,5,4,240,25000, , , , , , , , , , , , , , ,2,13,37,68,153,221
 ,1,4,80,15000, , , , , , , , , , , , , , ,2,13,37,68,153,221
 ,4,3,140,50000, , , , , , , , , , , , , , ,1,13,36,66,146,214
 ,2,4,150,3000, , , , , , , , , , , , , , ,2,13,36,66,145,213
 ,2,4,200,3000, ,8,9,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,145,213
 ,3,3,20,15000, , , , , , , , , , , , , , ,1,13,37,68,154,223
 ,3,3,80,40000, ,6,9,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,147,215
 ,7,4,186,-2, ,9,9,0,0,0,0,1,0,0,0,0,1, ,2,13,37,68,153,221
 ,2,5,65,40000, , , , , , , , , , , , , , ,1,13,36,67,151,219
 ,2,4,320,6000, , , , , , , , , , , , , , ,2,13,35,65,143,211
 ,4,4,140,-3, , , , , , , , , , , , , , ,2,13,35,65,144,212
 ,2,1,60,-2, , , , , , , , , , , , , , ,1,13,36,66,146,214
 ,3,4,140,15000, ,8,9,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,148,216
 ,5,4,135,74000, ,7,7,0,0,0,0,1,0,0,0,0,0, ,1,13,37,68,154,223
 ,1,4,80,25000, , , , , , , , , , , , , , ,1,13,37,68,154,224
 ,10,3,300,-2, , , , , , , , , , , , , , ,1,13,37,68,153,222
 ,3,4,90,-2, ,2,4,0,0,0,0,1,0,0,0,0,0, ,2,13,36,67,149,217
 ,4,3,200,10000, , , , , , , , , , , , , , ,2,13,36,67,149,217
 ,2,3,7,38400, , , , , , , , , , , , , , ,1,13,37,68,154,224
 ,4,3,70,1000, ,6,8,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,145,213
 ,2,4,144,15000, , , , , , , , , , , , , , ,2,13,37,68,153,221
 ,3,4,80,30000, , , , , , , , , , , , , , ,1,13,36,67,150,218
 ,3,7,300,80000, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,1,13,35,65,141,209
 ,6,3,120,156000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,2,13,37,68,153,221
 ,4,3,200,65000, ,3,7,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,147,215
 ,5,12,120,100000, , , , , , , , , , , , , , ,1,13,36,67,152,220
 ,2,10,80,120000, , , , , , , , , , , , , , ,1,13,36,67,151,219
 ,1,6,200,6000, , , , , , , , , , , , , , ,1,13,35,65,141,209
 ,2,4,400,10000, , , , , , , , , , , , , , ,2,13,36,66,147,215
 ,3,1,200,2088, , , , , , , , , , , , , , ,2,13,35,65,144,212
 ,3,4,160,6000, , , , , , , , , , , , , , ,2,13,36,66,148,216
 ,1,3,640,3000, ,7,9,0,0,0,0,0,0,0,0,0,1, ,2,13,36,66,145,213
 ,3,1,280,36000, ,2,3,0,0,0,0,1,0,0,0,0,1, ,2,13,36,66,148,216
 ,1,3,25,-2, ,9,9,0,0,0,0,0,0,0,0,0,1, ,1,13,37,68,154,223
 ,2,7,70,80000, ,-8,-8,0,0,0,0,0,0,1,0,0,0, ,1,13,36,67,151,219
 ,4,4,160,-2, , , , , , , , , , , , , , ,1,13,35,65,141,209
 ,2,12,68,100000, , , , , , , , , , , , , , ,1,13,36,67,150,218
 ,3,3,109,-2, , , , , , , , , , , , , , ,1,13,37,68,154,224
 ,3,3,180,4000, , , , , , , , , , , , , , ,2,13,36,66,145,213
 ,3,9,140,100000, ,9,9,0,0,0,0,0,0,1,0,0,0, ,1,13,36,67,151,219
 ,4,7,70,80000, , , , , , , , , , , , , , ,1,13,36,67,150,218
 ,2,3,120,-2, ,7,9,0,0,0,0,0,0,0,0,0,1, ,2,13,35,65,144,212
 ,6,4,120,20000, , , , , , , , , , , , , , ,2,13,37,68,153,221
 ,2,9,53,45000, , , , , , , , , , , , , , ,1,13,37,68,154,224
 ,4,3,200,2600, , , , , , , , , , , , , , ,1,13,35,65,141,209
 ,3,4,10,30000, , , , , , , , , , , , , , ,1,13,37,68,153,222
 ,2,3,30,40000, , , , , , , , , , , , , , ,1,13,36,67,151,219
 ,2,1,80,2000, , , , , , , , , , , , , , ,2,13,36,66,148,216
 ,3,11,88,100000, , , , , , , , , , , , , , ,1,13,36,67,152,220
 ,2,1,240,16000, , , , , , , , , , , , , , ,1,13,35,65,141,209
 ,5,4,140,-2, , , , , , , , , , , , , , ,1,13,36,66,146,214
 ,2,3,60,4000, , , , , , , , , , , , , , ,2,13,36,66,147,215
 ,3,4,110,3500, , , , , , , , , , , , , , ,2,13,35,65,142,210
 ,1,4,100,30000, , , , , , , , , , , , , , ,2,13,35,65,144,212
 ,2,4,100,50000, , , , , , , , , , , , , , ,1,13,37,68,154,223
 ,3,4,60,50000, , , , , , , , , , , , , , ,1,13,36,67,152,220
 ,2,4,250,-2, , , , , , , , , , , , , , ,1,13,37,68,154,223
 ,4,6,300,6000, , , , , , , , , , , , , , ,2,13,36,66,145,213
 ,1,4,180,20000, ,6,9,0,0,0,0,1,0,0,0,0,0, ,2,13,36,67,149,217
 ,1,7,30,-2, , , , , , , , , , , , , , ,1,13,36,67,152,220
 ,2,1,250,0, , , , , , , , , , , , , , ,2,13,35,65,143,211
 ,3,3,120,50000, , , , , , , , , , , , , , ,2,13,36,66,145,213
 ,1,3,220,-2, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,13,36,66,146,214
 ,6,3,300,30000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,2,13,36,66,148,216
 ,1,1,80,4750, , , , , , , , , , , , , , ,2,13,36,66,145,213
 ,3,6,160,2000, , , , , , , , , , , , , , ,2,13,36,66,148,216
 ,1,4,180,4680, , , , , , , , , , , , , , ,1,13,36,67,150,218
 ,7,4,90,45000, , , , , , , , , , , , , , ,1,13,37,68,154,223
 ,4,4,80,15000, ,2,4,0,0,0,0,1,0,0,0,0,1, ,2,13,36,67,149,217
 ,6,3,280,8000, , , , , , , , , , , , , , ,2,13,36,66,147,215
 ,4,6,78,100000, , , , , , , , , , , , , , ,1,13,37,68,154,224
 ,2,4,85,14400, , , , , , , , , , , , , , ,1,13,37,68,154,224
 ,3,3,200,8000, , , , , , , , , , , , , , ,2,13,35,65,144,212
 ,1,3,200,-2, , , , , , , , , , , , , , ,2,13,36,67,149,217
 ,2,3,150,40000, , , , , , , , , , , , , , ,2,13,36,67,149,217
 ,3,3,240,1000, , , , , , , , , , , , , , ,2,13,35,65,142,210
 ,1,6,50,15000, , , , , , , , , , , , , , ,1,13,36,67,152,220
 ,3,6,180,30000, ,7,9,0,0,0,0,0,0,0,1,0,0, ,2,13,35,65,144,212
 ,2,3,90,12000, , , , , , , , , , , , , , ,1,13,36,66,146,214
 ,5,1,50,28000, , , , , , , , , , , , , , ,1,13,37,68,153,222
 ,2,10,140,300000, ,7,9,0,0,0,0,1,0,0,0,0,0, ,1,13,36,67,152,220
 ,5,7,80,50000, , , , , , , , , , , , , , ,1,13,37,68,154,224
 ,2,6,160,52800, , , , , , , , , , , , , , ,1,13,37,68,154,223
 ,3,4,60,13200, ,8,8,0,0,0,0,0,1,0,0,0,0, ,1,13,36,67,151,219
 ,3,7,150,-2, , , , , , , , , , , , , , ,1,13,37,68,154,223
 ,3,6,200,55000, , , , , , , , , , , , , , ,2,13,35,65,144,212
 ,4,4,180,20000, , , , , , , , , , , , , , ,2,13,36,66,145,213
 ,3,3,120,12000, , , , , , , , , , , , , , ,2,13,37,68,153,221
 ,4,10,80,-1, ,2,5,0,0,0,0,0,1,0,0,0,0, ,1,13,36,67,150,218
 ,3,3,120,-2, , , , , , , , , , , , , , ,1,13,36,67,151,219
 ,5,7,124,117240, ,9,9,0,0,1,0,1,0,0,0,0,0, ,1,13,37,68,153,222
 ,5,4,450,-2, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,1,13,37,68,153,222
 ,4,4,50,25000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,13,37,68,154,223
 ,6,4,600,54000, , , , , , , , , , , , , , ,1,13,37,68,153,222
 ,1,1,60,-2, , , , , , , , , , , , , , ,2,13,36,67,149,217
 ,7,6,150,75000, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,1,13,35,65,141,209
 ,4,7,70,55000, ,2,4,0,0,0,0,1,0,0,0,0,0, ,1,13,36,67,150,218
 ,7,3,50,20000, , , , , , , , , , , , , , ,1,13,37,68,154,223
